sim_id,similarity_fn,model,layer,unit,description,similarity
0,soft_wpmi,net_t2_e49,layer4,0,airplane 										,0.15424728
0,soft_wpmi,net_t2_e49,layer4,1,bird 										,-0.10335159
0,soft_wpmi,net_t2_e49,layer4,2,automobile 										,0.546299
0,soft_wpmi,net_t2_e49,layer4,3,airplane 										,0.37573242
0,soft_wpmi,net_t2_e49,layer4,4,airplane 										,0.08301163
0,soft_wpmi,net_t2_e49,layer4,5,automobile 										,0.21634293
0,soft_wpmi,net_t2_e49,layer4,6,dog 										,0.6531868
0,soft_wpmi,net_t2_e49,layer4,7,bird 										,0.648674
0,soft_wpmi,net_t2_e49,layer4,8,bird 										,0.72919846
0,soft_wpmi,net_t2_e49,layer4,9,automobile 										,0.5692558
0,soft_wpmi,net_t2_e49,layer4,10,automobile 										,0.81507874
0,soft_wpmi,net_t2_e49,layer4,11,bird 										,0.55783844
0,soft_wpmi,net_t2_e49,layer4,12,bird 										,0.12176514
0,soft_wpmi,net_t2_e49,layer4,13,automobile 										,0.7515068
0,soft_wpmi,net_t2_e49,layer4,14,airplane 										,0.45137024
0,soft_wpmi,net_t2_e49,layer4,15,bird 										,0.16259003
0,soft_wpmi,net_t2_e49,layer4,16,deer 										,0.33131027
0,soft_wpmi,net_t2_e49,layer4,17,deer 										,0.3981285
0,soft_wpmi,net_t2_e49,layer4,18,cat 										,0.70141983
0,soft_wpmi,net_t2_e49,layer4,19,automobile 										,0.16450882
0,soft_wpmi,net_t2_e49,layer4,20,bird 										,0.40657806
0,soft_wpmi,net_t2_e49,layer4,21,bird 										,0.4549179
0,soft_wpmi,net_t2_e49,layer4,22,cat 										,0.97408295
0,soft_wpmi,net_t2_e49,layer4,23,automobile 										,1.8174324
0,soft_wpmi,net_t2_e49,layer4,24,airplane 										,1.1559296
0,soft_wpmi,net_t2_e49,layer4,25,airplane 										,1.8328114
0,soft_wpmi,net_t2_e49,layer4,26,bird 										,0.28987122
0,soft_wpmi,net_t2_e49,layer4,27,airplane 										,0.024524689
0,soft_wpmi,net_t2_e49,layer4,28,cat 										,0.8174057
0,soft_wpmi,net_t2_e49,layer4,29,cat 										,0.81808853
0,soft_wpmi,net_t2_e49,layer4,30,deer 										,0.26800537
0,soft_wpmi,net_t2_e49,layer4,31,cat 										,0.41020203
0,soft_wpmi,net_t2_e49,layer4,32,airplane 										,0.6215725
0,soft_wpmi,net_t2_e49,layer4,33,automobile 										,1.2502842
0,soft_wpmi,net_t2_e49,layer4,34,deer 										,0.3389244
0,soft_wpmi,net_t2_e49,layer4,35,bird 										,0.14648056
0,soft_wpmi,net_t2_e49,layer4,36,airplane 										,0.47319794
0,soft_wpmi,net_t2_e49,layer4,37,automobile 										,0.69291687
0,soft_wpmi,net_t2_e49,layer4,38,bird 										,0.056365967
0,soft_wpmi,net_t2_e49,layer4,39,cat 										,0.31332397
0,soft_wpmi,net_t2_e49,layer4,40,cat 										,-0.10532379
0,soft_wpmi,net_t2_e49,layer4,41,automobile 										,1.9105339
0,soft_wpmi,net_t2_e49,layer4,42,deer 										,0.16899109
0,soft_wpmi,net_t2_e49,layer4,43,deer 										,0.2502861
0,soft_wpmi,net_t2_e49,layer4,44,cat 										,0.15681458
0,soft_wpmi,net_t2_e49,layer4,45,airplane 										,0.56697464
0,soft_wpmi,net_t2_e49,layer4,46,cat 										,0.23561096
0,soft_wpmi,net_t2_e49,layer4,47,airplane 										,1.2115631
0,soft_wpmi,net_t2_e49,layer4,48,airplane 										,0.8967438
0,soft_wpmi,net_t2_e49,layer4,49,airplane 										,0.8328953
0,soft_wpmi,net_t2_e49,layer4,50,dog 										,0.14847183
0,soft_wpmi,net_t2_e49,layer4,51,bird 										,0.54294205
0,soft_wpmi,net_t2_e49,layer4,52,bird 										,0.2457428
0,soft_wpmi,net_t2_e49,layer4,53,automobile 										,0.8923855
0,soft_wpmi,net_t2_e49,layer4,54,automobile 										,1.5653038
0,soft_wpmi,net_t2_e49,layer4,55,automobile 										,0.47166824
0,soft_wpmi,net_t2_e49,layer4,56,airplane 										,1.3608551
0,soft_wpmi,net_t2_e49,layer4,57,automobile 										,1.4641743
0,soft_wpmi,net_t2_e49,layer4,58,airplane 										,1.8728218
0,soft_wpmi,net_t2_e49,layer4,59,cat 										,0.27189636
0,soft_wpmi,net_t2_e49,layer4,60,airplane 										,0.41061783
0,soft_wpmi,net_t2_e49,layer4,61,automobile 										,-0.027423859
0,soft_wpmi,net_t2_e49,layer4,62,deer 										,0.34653473
0,soft_wpmi,net_t2_e49,layer4,63,bird 										,0.48692322
